State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Total - Cases,Total - Injured,Total - Died,alcintake2016,overspeed2016,wrongside2016,lanejumping2016
Gujarat,Surat,2020.0,August,Sunday,2:14,Serious,1,Cycle,6,3.0,Clear,Village Road,Wet,Dawn,Police Checkpost,41.0,65,Male,Valid,No,Curve,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Rajasthan,Jaipur,2023.0,November,Thursday,19:26,Serious,4,Auto-Rickshaw,7,1.0,Rainy,National Highway,Under Construction,Daylight,Signals,86.0,61,Male,,Yes,Intersection,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Telangana,Unknown,2022.0,January,Sunday,22:8,Minor,3,Auto-Rickshaw,4,0.0,Stormy,Urban Road,Dry,Dawn,Signals,64.0,27,Female,Valid,Yes,Bridge,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Kerala,Unknown,2023.0,January,Thursday,9:54,Fatal,3,Cycle,8,1.0,Hazy,Village Road,Damaged,Dark,Signs,113.0,68,Male,Expired,Yes,Curve,45981.0,54326.0,4080.0,133.0,34062.0,1254.0,121.0
Sikkim,Unknown,2020.0,September,Thursday,10:5,Serious,5,Bus,0,4.0,Hazy,Urban Road,Wet,Dawn,Police Checkpost,118.0,52,Female,Valid,Yes,Intersection,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Jharkhand,Unknown,2021.0,January,Sunday,7:47,Minor,5,Two-Wheeler,8,4.0,Stormy,State Highway,Wet,Daylight,Signs,71.0,39,Male,Valid,No,Straight Road,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Punjab,Unknown,2018.0,November,Friday,7:52,Fatal,4,Pedestrian,9,4.0,Hazy,Urban Road,Damaged,Dusk,Signals,38.0,43,Male,Valid,No,Curve,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Delhi,Rohini,2018.0,October,Saturday,9:29,Fatal,3,Bus,5,0.0,Clear,State Highway,Dry,Daylight,,31.0,30,Female,Valid,No,Intersection,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Jharkhand,Unknown,2022.0,April,Wednesday,1:8,Fatal,2,Car,9,1.0,Foggy,State Highway,Under Construction,Dusk,Police Checkpost,95.0,65,Female,Expired,No,Curve,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Haryana,Unknown,2020.0,July,Friday,1:31,Minor,3,Cycle,9,2.0,Rainy,Urban Road,Wet,Dark,Signals,41.0,70,Male,Valid,Yes,Straight Road,11083.0,8666.0,5401.0,529.0,2344.0,913.0,690.0
Kerala,Unknown,2022.0,February,Thursday,6:50,Minor,1,Two-Wheeler,5,0.0,Rainy,State Highway,Damaged,Dawn,Signs,103.0,44,Female,Valid,No,Bridge,45981.0,54326.0,4080.0,133.0,34062.0,1254.0,121.0
Madhya Pradesh,Unknown,2021.0,June,Wednesday,10:57,Serious,4,Pedestrian,4,4.0,Foggy,State Highway,Damaged,Dawn,Signals,105.0,24,Male,,Yes,Bridge,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Jharkhand,Unknown,2019.0,December,Wednesday,12:36,Minor,3,Truck,1,2.0,Clear,State Highway,Dry,Daylight,,95.0,70,Male,Valid,No,Intersection,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Chandigarh,Unknown,2022.0,May,Tuesday,14:1,Minor,1,Two-Wheeler,8,1.0,Hazy,National Highway,Wet,Daylight,Police Checkpost,74.0,59,Male,Expired,Yes,Intersection,182.0,171.0,67.0,9.0,380.0,17.0,5.0
Rajasthan,Jaipur,2023.0,December,Saturday,5:53,Fatal,4,Pedestrian,5,1.0,Hazy,National Highway,Under Construction,Dark,Signals,41.0,56,Female,Expired,No,Bridge,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Rajasthan,Jodhpur,2020.0,November,Sunday,5:47,Minor,1,Car,5,2.0,Hazy,Urban Road,Under Construction,Dark,,86.0,35,Female,Valid,No,Intersection,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Karnataka,Mysore,2022.0,February,Sunday,12:49,Fatal,1,Bus,0,0.0,Hazy,State Highway,Wet,Dark,Signs,37.0,59,Female,,No,Bridge,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Delhi,Rohini,2021.0,December,Wednesday,5:47,Serious,5,Two-Wheeler,8,0.0,Foggy,Village Road,Damaged,Dusk,,103.0,31,Female,Expired,Yes,Intersection,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Gujarat,Vadodara,2020.0,January,Thursday,13:4,Serious,5,Car,8,1.0,Hazy,State Highway,Dry,Daylight,Signs,48.0,68,Female,Valid,Yes,Curve,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Chandigarh,Unknown,2018.0,January,Monday,16:51,Serious,4,Two-Wheeler,9,3.0,Clear,National Highway,Damaged,Dusk,,114.0,26,Male,Expired,Yes,Bridge,182.0,171.0,67.0,9.0,380.0,17.0,5.0
Telangana,Unknown,2022.0,October,Tuesday,21:56,Fatal,5,Bus,0,1.0,Rainy,State Highway,Under Construction,Dark,Signals,43.0,41,Female,Expired,No,Straight Road,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Kerala,Unknown,2019.0,December,Monday,3:10,Serious,3,Two-Wheeler,8,4.0,Foggy,Village Road,Wet,Daylight,Signs,82.0,62,Male,,Yes,Curve,45981.0,54326.0,4080.0,133.0,34062.0,1254.0,121.0
Maharashtra,Mumbai,2023.0,October,Tuesday,21:37,Minor,2,Auto-Rickshaw,7,1.0,Stormy,Village Road,Dry,Dark,Signs,32.0,19,Female,Expired,No,Intersection,31347.0,28212.0,15434.0,226.0,23643.0,1922.0,765.0
Uttar Pradesh,Varanasi,2018.0,September,Sunday,19:32,Minor,3,Cycle,1,5.0,Stormy,Village Road,Dry,Dusk,Signs,109.0,36,Male,Expired,Yes,Curve,37764.0,23843.0,23947.0,4633.0,10184.0,2560.0,1123.0
Uttar Pradesh,Kanpur,2021.0,February,Wednesday,14:26,Serious,2,Two-Wheeler,1,1.0,Stormy,National Highway,Under Construction,Dawn,,48.0,60,Female,Valid,Yes,Intersection,37764.0,23843.0,23947.0,4633.0,10184.0,2560.0,1123.0
Gujarat,Vadodara,2021.0,June,Tuesday,22:28,Fatal,2,Cycle,2,3.0,Foggy,Village Road,Dry,Dusk,Police Checkpost,41.0,63,Female,Valid,No,Straight Road,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Bihar,Unknown,2018.0,December,Tuesday,5:56,Fatal,4,Bus,10,1.0,Rainy,State Highway,Damaged,Dawn,Signals,100.0,47,Male,Valid,No,Intersection,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Tripura,Unknown,2019.0,February,Monday,21:18,Minor,5,Pedestrian,2,5.0,Foggy,Village Road,Under Construction,Dusk,,99.0,57,Female,,Yes,Bridge,577.0,609.0,261.0,5.0,413.0,15.0,0.0
Uttarakhand,Unknown,2022.0,March,Friday,19:27,Fatal,1,Bus,5,1.0,Foggy,Urban Road,Damaged,Daylight,Police Checkpost,72.0,18,Female,Expired,No,Bridge,1691.0,1488.0,1054.0,40.0,736.0,105.0,0.0
Manipur,Unknown,2021.0,October,Saturday,3:37,Fatal,4,Cycle,9,0.0,Clear,Village Road,Under Construction,Dawn,Signs,65.0,51,Female,Valid,No,Bridge,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Punjab,Unknown,2019.0,April,Sunday,17:59,Minor,1,Auto-Rickshaw,4,1.0,Foggy,Urban Road,Dry,Dusk,Police Checkpost,110.0,62,Male,Expired,No,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Haryana,Unknown,2018.0,July,Wednesday,0:13,Fatal,1,Car,9,3.0,Rainy,State Highway,Under Construction,Dawn,Signs,40.0,31,Male,Valid,No,Straight Road,11083.0,8666.0,5401.0,529.0,2344.0,913.0,690.0
Rajasthan,Udaipur,2020.0,May,Sunday,3:20,Fatal,2,Two-Wheeler,2,5.0,Stormy,National Highway,Damaged,Dusk,Signals,59.0,52,Female,,No,Intersection,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Gujarat,Surat,2018.0,February,Tuesday,17:10,Fatal,1,Bus,5,0.0,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,75.0,18,Male,Expired,Yes,Curve,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Bihar,Unknown,2020.0,March,Monday,18:13,Minor,2,Auto-Rickshaw,6,2.0,Foggy,Urban Road,Damaged,Dark,Signals,81.0,63,Female,,No,Bridge,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Odisha,Unknown,2018.0,April,Thursday,12:55,Fatal,4,Auto-Rickshaw,1,5.0,Rainy,Village Road,Wet,Dark,Police Checkpost,78.0,34,Male,,No,Straight Road,11989.0,10367.0,5737.0,,,,
Assam,Unknown,2019.0,June,Tuesday,22:0,Fatal,2,Pedestrian,2,0.0,Foggy,Village Road,Wet,Dark,Police Checkpost,68.0,37,Male,Valid,No,Straight Road,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Odisha,Unknown,2021.0,March,Monday,23:6,Serious,5,Auto-Rickshaw,5,5.0,Rainy,State Highway,Dry,Dawn,Signals,48.0,43,Female,Valid,Yes,Intersection,11989.0,10367.0,5737.0,,,,
Punjab,Unknown,2020.0,December,Wednesday,5:4,Minor,4,Two-Wheeler,3,5.0,Rainy,Village Road,Damaged,Dawn,,44.0,18,Female,Expired,Yes,Bridge,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Manipur,Unknown,2020.0,January,Saturday,3:43,Minor,2,Truck,7,2.0,Hazy,Village Road,Damaged,Daylight,,116.0,64,Female,,No,Straight Road,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Jharkhand,Unknown,2023.0,August,Tuesday,16:17,Minor,5,Auto-Rickshaw,1,3.0,Hazy,Village Road,Damaged,Dusk,Signs,77.0,46,Male,,Yes,Intersection,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Telangana,Unknown,2019.0,January,Friday,8:39,Serious,3,Two-Wheeler,4,4.0,Stormy,Urban Road,Damaged,Daylight,Signs,54.0,19,Male,Valid,Yes,Straight Road,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Gujarat,Surat,2018.0,June,Saturday,10:36,Serious,4,Auto-Rickshaw,0,5.0,Foggy,National Highway,Dry,Dark,Police Checkpost,57.0,63,Female,,No,Intersection,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Andhra Pradesh,Tirupati,2018.0,May,Saturday,3:28,Serious,1,Two-Wheeler,2,0.0,Hazy,Village Road,Wet,Daylight,,38.0,18,Male,,No,Bridge,19949.0,20409.0,8137.0,128.0,17286.0,667.0,325.0
Bihar,Unknown,2021.0,December,Friday,17:16,Fatal,3,Car,3,0.0,Foggy,Urban Road,Dry,Dark,Signals,106.0,61,Female,Valid,Yes,Curve,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Tamil Nadu,Coimbatore,2020.0,September,Thursday,7:6,Fatal,1,Bus,7,1.0,Hazy,Urban Road,Wet,Dawn,Signs,81.0,48,Female,Valid,Yes,Intersection,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Manipur,Unknown,2022.0,July,Wednesday,20:23,Serious,1,Truck,0,5.0,Hazy,Urban Road,Wet,Daylight,,50.0,30,Male,Expired,No,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Arunachal Pradesh,Unknown,2018.0,April,Monday,16:34,Minor,2,Two-Wheeler,3,3.0,Stormy,State Highway,Damaged,Dawn,Signals,85.0,47,Female,Expired,No,Intersection,233.0,218.0,136.0,15.0,45.0,7.0,11.0
Goa,Unknown,2019.0,April,Saturday,13:17,Minor,4,Auto-Rickshaw,8,0.0,Hazy,State Highway,Damaged,Dark,,99.0,25,Male,Expired,Yes,Curve,2847.0,1180.0,292.0,3.0,3883.0,19.0,0.0
Gujarat,Vadodara,2019.0,October,Saturday,14:16,Minor,4,Car,5,0.0,Rainy,State Highway,Under Construction,Daylight,Signals,33.0,63,Male,Expired,Yes,Straight Road,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Assam,Unknown,2021.0,December,Monday,2:30,Fatal,5,Truck,2,2.0,Clear,Urban Road,Under Construction,Daylight,Signs,85.0,28,Female,Expired,Yes,Bridge,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Rajasthan,Jodhpur,2018.0,December,Thursday,12:21,Minor,2,Car,7,3.0,Hazy,State Highway,Dry,Dark,Signals,43.0,44,Female,Expired,No,Straight Road,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Gujarat,Ahmedabad,2022.0,June,Wednesday,5:45,Minor,1,Pedestrian,9,1.0,Rainy,Village Road,Dry,Daylight,Police Checkpost,82.0,67,Male,,Yes,Bridge,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Jammu and Kashmir,Unknown,2021.0,October,Thursday,6:56,Minor,1,Pedestrian,5,5.0,Stormy,National Highway,Dry,Daylight,Signs,93.0,47,Female,Valid,No,Intersection,6300.0,8416.0,897.0,,,,
Manipur,Unknown,2022.0,January,Monday,17:34,Fatal,2,Cycle,10,3.0,Hazy,Urban Road,Dry,Daylight,,64.0,66,Female,,No,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Manipur,Unknown,2019.0,December,Monday,12:15,Fatal,3,Truck,3,2.0,Hazy,Urban Road,Under Construction,Dusk,Signs,46.0,64,Female,,Yes,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Himachal Pradesh,Unknown,2021.0,April,Tuesday,6:0,Minor,4,Auto-Rickshaw,9,2.0,Hazy,Urban Road,Wet,Daylight,,78.0,21,Male,Valid,No,Bridge,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Jharkhand,Unknown,2022.0,June,Thursday,2:0,Serious,3,Bus,6,2.0,Clear,National Highway,Wet,Dawn,Signs,60.0,59,Female,Valid,No,Bridge,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Delhi,Rohini,2020.0,April,Wednesday,3:44,Fatal,2,Bus,2,5.0,Foggy,State Highway,Dry,Daylight,Signals,58.0,69,Male,Valid,Yes,Curve,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Meghalaya,Unknown,2020.0,December,Wednesday,20:34,Serious,2,Auto-Rickshaw,8,4.0,Foggy,Village Road,Wet,Dawn,Signals,75.0,27,Female,Valid,Yes,Curve,232.0,259.0,168.0,35.0,146.0,0.0,0.0
Punjab,Unknown,2022.0,January,Wednesday,20:34,Minor,3,Bus,9,2.0,Stormy,State Highway,Dry,Daylight,Police Checkpost,42.0,60,Male,Expired,No,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Jharkhand,Unknown,2019.0,June,Sunday,23:32,Serious,5,Truck,4,4.0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,76.0,46,Female,Expired,No,Intersection,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Telangana,Unknown,2019.0,September,Wednesday,8:21,Fatal,4,Cycle,2,0.0,Rainy,Village Road,Wet,Dawn,Police Checkpost,113.0,38,Male,Expired,Yes,Bridge,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Telangana,Unknown,2020.0,July,Monday,12:31,Serious,5,Pedestrian,7,5.0,Foggy,Village Road,Under Construction,Dawn,Signals,69.0,56,Female,Expired,Yes,Straight Road,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Jammu and Kashmir,Unknown,2021.0,May,Wednesday,22:43,Fatal,4,Bus,5,1.0,Clear,National Highway,Wet,Dusk,Signals,30.0,62,Male,Valid,No,Straight Road,6300.0,8416.0,897.0,,,,
Rajasthan,Jaipur,2022.0,August,Tuesday,4:24,Minor,2,Pedestrian,4,4.0,Clear,State Highway,Under Construction,Dark,Signs,107.0,24,Female,Valid,No,Straight Road,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Himachal Pradesh,Unknown,2020.0,September,Tuesday,16:43,Minor,1,Pedestrian,2,0.0,Stormy,Urban Road,Under Construction,Daylight,Signals,60.0,52,Female,Expired,No,Curve,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Jharkhand,Unknown,2020.0,September,Monday,21:52,Minor,1,Truck,0,1.0,Foggy,Urban Road,Wet,Daylight,,119.0,39,Female,Expired,Yes,Intersection,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Himachal Pradesh,Unknown,2023.0,September,Tuesday,9:46,Fatal,5,Pedestrian,5,0.0,Foggy,Village Road,Wet,Daylight,,43.0,35,Female,,Yes,Straight Road,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Punjab,Unknown,2020.0,June,Tuesday,6:1,Minor,3,Cycle,5,5.0,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,108.0,38,Female,Expired,No,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Delhi,Dwarka,2021.0,June,Wednesday,17:21,Serious,2,Bus,10,4.0,Hazy,Village Road,Under Construction,Dusk,Police Checkpost,38.0,25,Male,,No,Straight Road,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Sikkim,Unknown,2022.0,December,Thursday,22:34,Minor,3,Auto-Rickshaw,8,0.0,Rainy,Village Road,Damaged,Daylight,,87.0,18,Male,Expired,Yes,Curve,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Bihar,Unknown,2020.0,February,Saturday,20:55,Serious,1,Truck,7,2.0,Foggy,Village Road,Damaged,Dusk,Police Checkpost,58.0,53,Male,Expired,No,Curve,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Kerala,Unknown,2018.0,March,Wednesday,2:43,Fatal,2,Auto-Rickshaw,10,1.0,Stormy,Urban Road,Damaged,Dusk,Signals,112.0,31,Female,Expired,No,Curve,45981.0,54326.0,4080.0,133.0,34062.0,1254.0,121.0
Goa,Unknown,2019.0,December,Wednesday,14:41,Serious,2,Cycle,0,3.0,Stormy,State Highway,Dry,Dusk,Signs,92.0,30,Male,,No,Straight Road,2847.0,1180.0,292.0,3.0,3883.0,19.0,0.0
Karnataka,Mysore,2020.0,August,Monday,7:7,Minor,3,Truck,2,1.0,Stormy,State Highway,Damaged,Daylight,Signs,107.0,44,Female,,Yes,Bridge,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Goa,Unknown,2020.0,February,Monday,1:57,Serious,1,Cycle,10,2.0,Clear,State Highway,Dry,Dark,Signs,102.0,68,Male,Valid,No,Bridge,2847.0,1180.0,292.0,3.0,3883.0,19.0,0.0
Sikkim,Unknown,2022.0,May,Thursday,11:16,Minor,1,Two-Wheeler,7,1.0,Stormy,National Highway,Damaged,Dark,Signs,66.0,33,Female,Valid,Yes,Curve,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Nagaland,Unknown,2022.0,February,Tuesday,6:0,Minor,5,Truck,10,4.0,Clear,National Highway,Damaged,Dawn,Police Checkpost,87.0,43,Female,Valid,No,Intersection,35.0,46.0,37.0,13.0,11.0,0.0,0.0
Meghalaya,Unknown,2020.0,December,Friday,1:35,Fatal,1,Car,6,3.0,Stormy,State Highway,Dry,Dark,,56.0,62,Female,,Yes,Straight Road,232.0,259.0,168.0,35.0,146.0,0.0,0.0
Haryana,Unknown,2022.0,March,Friday,22:32,Serious,5,Auto-Rickshaw,9,4.0,Stormy,Urban Road,Damaged,Dawn,,120.0,21,Female,Valid,Yes,Intersection,11083.0,8666.0,5401.0,529.0,2344.0,913.0,690.0
Sikkim,Unknown,2023.0,October,Sunday,5:28,Serious,5,Pedestrian,1,4.0,Clear,Urban Road,Under Construction,Dawn,Signs,64.0,35,Male,,Yes,Bridge,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Telangana,Unknown,2022.0,September,Tuesday,11:9,Minor,3,Cycle,3,5.0,Rainy,Village Road,Damaged,Dark,Signals,59.0,68,Male,Valid,No,Bridge,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Manipur,Unknown,2022.0,April,Saturday,7:34,Serious,3,Truck,4,1.0,Rainy,Village Road,Damaged,Dawn,Signs,59.0,53,Female,,Yes,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Tamil Nadu,Coimbatore,2022.0,April,Sunday,7:32,Serious,4,Bus,1,4.0,Hazy,Urban Road,Under Construction,Dark,Signs,34.0,43,Male,Expired,Yes,Intersection,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Punjab,Unknown,2021.0,July,Thursday,15:42,Serious,4,Two-Wheeler,6,2.0,Foggy,Urban Road,Wet,Dawn,Police Checkpost,88.0,49,Male,Expired,No,Straight Road,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Jharkhand,Unknown,2019.0,March,Wednesday,3:58,Fatal,4,Truck,7,2.0,Hazy,Urban Road,Under Construction,Dawn,Signs,106.0,19,Female,Expired,No,Straight Road,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Mizoram,Unknown,2020.0,January,Thursday,13:35,Minor,5,Pedestrian,8,2.0,Clear,Urban Road,Under Construction,Dusk,Signals,115.0,56,Female,,Yes,Curve,47.0,53.0,49.0,27.0,14.0,2.0,0.0
Kerala,Unknown,2023.0,May,Wednesday,17:30,Serious,1,Two-Wheeler,5,3.0,Rainy,Urban Road,Dry,Dark,Signs,89.0,35,Female,Expired,Yes,Straight Road,45981.0,54326.0,4080.0,133.0,34062.0,1254.0,121.0
Sikkim,Unknown,2021.0,December,Sunday,19:59,Serious,5,Truck,2,4.0,Stormy,Urban Road,Wet,Daylight,Signals,69.0,55,Male,,No,Intersection,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Puducherry,Unknown,2023.0,October,Thursday,5:8,Minor,3,Bus,2,1.0,Stormy,National Highway,Damaged,Daylight,Police Checkpost,119.0,35,Female,Valid,No,Bridge,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
Manipur,Unknown,2023.0,August,Sunday,8:51,Serious,4,Truck,1,0.0,Stormy,Village Road,Damaged,Dark,Signals,102.0,27,Female,Valid,Yes,Curve,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Punjab,Unknown,2020.0,July,Wednesday,10:22,Fatal,1,Cycle,7,0.0,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,101.0,70,Female,Expired,No,Bridge,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Madhya Pradesh,Unknown,2018.0,April,Saturday,14:41,Fatal,1,Truck,8,1.0,Stormy,Village Road,Wet,Dusk,Signals,80.0,47,Male,Valid,Yes,Intersection,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Himachal Pradesh,Unknown,2022.0,October,Monday,1:45,Serious,2,Bus,2,2.0,Hazy,National Highway,Damaged,Dark,Signs,94.0,56,Female,Expired,No,Intersection,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Gujarat,Surat,2020.0,October,Sunday,14:17,Fatal,1,Pedestrian,8,4.0,Stormy,State Highway,Damaged,Daylight,,55.0,28,Female,Expired,Yes,Bridge,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Goa,Unknown,2020.0,April,Tuesday,12:19,Minor,5,Car,7,4.0,Foggy,National Highway,Under Construction,Dawn,Signals,73.0,38,Female,Expired,No,Curve,2847.0,1180.0,292.0,3.0,3883.0,19.0,0.0
Karnataka,Mysore,2021.0,October,Sunday,2:31,Serious,1,Two-Wheeler,7,2.0,Stormy,Village Road,Under Construction,Dark,Signs,67.0,58,Male,Valid,Yes,Straight Road,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Telangana,Unknown,2019.0,July,Friday,21:14,Minor,1,Truck,10,1.0,Rainy,Urban Road,Wet,Dark,Police Checkpost,72.0,49,Female,Valid,Yes,Intersection,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Rajasthan,Jodhpur,2021.0,March,Monday,15:23,Fatal,2,Cycle,10,0.0,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,114.0,39,Male,Valid,Yes,Intersection,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Arunachal Pradesh,Unknown,2018.0,September,Tuesday,15:1,Fatal,5,Bus,0,1.0,Stormy,Urban Road,Wet,Dusk,Police Checkpost,37.0,24,Female,,Yes,Straight Road,233.0,218.0,136.0,15.0,45.0,7.0,11.0
Meghalaya,Unknown,2018.0,December,Wednesday,16:28,Serious,1,Car,3,0.0,Clear,Village Road,Dry,Daylight,Signals,73.0,67,Female,Expired,Yes,Intersection,232.0,259.0,168.0,35.0,146.0,0.0,0.0
Himachal Pradesh,Unknown,2020.0,July,Monday,13:46,Serious,3,Bus,10,1.0,Stormy,Urban Road,Dry,Dusk,Signals,100.0,56,Female,,Yes,Bridge,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Jammu and Kashmir,Unknown,2023.0,April,Sunday,18:27,Fatal,1,Bus,3,1.0,Clear,National Highway,Under Construction,Dawn,,32.0,62,Male,Expired,Yes,Bridge,6300.0,8416.0,897.0,,,,
Chhattisgarh,Unknown,2020.0,January,Saturday,3:52,Minor,5,Pedestrian,5,4.0,Hazy,State Highway,Under Construction,Dark,Police Checkpost,38.0,70,Male,,No,Bridge,13469.0,11724.0,6166.0,145.0,6660.0,410.0,175.0
Delhi,Dwarka,2022.0,January,Wednesday,22:53,Minor,1,Truck,10,5.0,Hazy,Village Road,Dry,Dusk,,104.0,35,Male,Expired,No,Straight Road,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Puducherry,Unknown,2019.0,April,Sunday,10:56,Serious,4,Bus,6,2.0,Clear,State Highway,Wet,Dark,Police Checkpost,96.0,36,Male,,No,Curve,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
Delhi,Dwarka,2019.0,November,Friday,0:37,Serious,5,Auto-Rickshaw,6,1.0,Stormy,National Highway,Under Construction,Daylight,Signs,91.0,54,Female,Valid,Yes,Straight Road,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Jharkhand,Unknown,2020.0,December,Tuesday,14:3,Serious,3,Car,3,3.0,Rainy,State Highway,Under Construction,Daylight,Signs,63.0,27,Male,Valid,Yes,Intersection,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Delhi,New Delhi,2019.0,June,Wednesday,15:46,Minor,3,Bus,2,5.0,Rainy,State Highway,Dry,Dusk,Signals,118.0,21,Female,Valid,Yes,Curve,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Andhra Pradesh,Visakhapatnam,2019.0,October,Thursday,20:34,Minor,3,Car,3,5.0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,55.0,24,Female,Valid,Yes,Bridge,19949.0,20409.0,8137.0,128.0,17286.0,667.0,325.0
Punjab,Unknown,2020.0,September,Wednesday,0:37,Fatal,3,Bus,0,5.0,Rainy,Urban Road,Damaged,Dark,Police Checkpost,90.0,37,Female,Expired,No,Curve,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Sikkim,Unknown,2020.0,January,Thursday,21:32,Serious,3,Auto-Rickshaw,5,1.0,Foggy,Urban Road,Wet,Dawn,Signals,75.0,52,Male,,Yes,Straight Road,174.0,376.0,68.0,12.0,45.0,20.0,0.0
